INCIDENT_NO,INCIDENT_DATE,CASE_NO,CFS_NO,DISTRICT,INCIDENT_TYPE,INCIDENT_DESCRIPTION,INCIDENT_LOCATION_X,LATITUDE_X,LONGITUDE_X,SUBJECT_GENDER,SUBJECT_RACE,SUSPECT_AGE,OFFICER_GENDER,OFFICER_RACE,SNA_NEIGHBORHOOD,CPD_NEIGHBORHOOD,COMMUNITY_COUNCIL_NEIGHBORHOOD
-470,01/31/1997 12:25:00 PM,9700109,P970301265,DISTRICT 3,9826,INJURY TO PRISONER,34XX W MILLVALE CIR,,,MALE,BLACK,UNKNOWN,MALE,BLACK,N/A,N/A,N/A
-4066,08/17/2000 01:53:00 AM,20000762,P002300149,DISTRICT 5,9826,INJURY TO PRISONER,19XX MARSHALL AV,,,MALE,WHITE,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
5211,03/30/2010 02:48:00 PM,2010-142126,LCP100330000872,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,26XX VINE ST,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A
762,10/07/2004 02:06:00 AM,2005-61602,PO42810006,DISTRICT 1,9823,NONCOMPLIANT SUSPECT/ARRESTEE,11XX SYCOMORE ST,,,FEMALE,WHITE,ADULT,MALE,WHITE,N/A,N/A,N/A
4210,09/06/2008 10:32:00 AM,2008-119873,LCP080906000408,DISTRICT 4,9826,INJURY TO PRISONER,36XX READING RD 2,,,FEMALE,BLACK,ADULT,MALE,BLACK,N/A,N/A,N/A
-708,06/24/1997 11:15:00 AM,9700354,P971750529,DISTRICT 1,9825,CHEMICAL IRRITANT,3XX E3TH ST,,,MALE,BLACK,UNKNOWN,FEMALE,WHITE,N/A,N/A,N/A
-708,06/24/1997 11:15:00 AM,9700354,P971750529,DISTRICT 1,9825,CHEMICAL IRRITANT,3XX E3TH ST,,,MALE,BLACK,UNKNOWN,FEMALE,WHITE,N/A,N/A,N/A
-6848,04/19/2003 10:07:00 PM,20030272,P031901837,DISTRICT 2,9825,CHEMICAL IRRITANT,35XX MONTGOMERY RD,39.1424298459927,-84.4706410275592,MALE,BLACK,UNKNOWN,MALE,BLACK,EVANSTON,EVANSTON,EVANSTON
-4325,10/20/2000 11:50:00 PM,20001021,P002941847,DISTRICT 1,9826,INJURY TO PRISONER,15XX VINE ST,39.1127402596599,-84.5149933804868,FEMALE,WHITE,UNKNOWN,MALE,WHITE,OVER-THE-RHINE,OVER-THE-RHINE,OTR
-1101,10/17/1997 05:24:00 PM,9701350,P972900911,DISTRICT 2,9826,INJURY TO PRISONER,31XX HACKBERRY ST,39.1343641129606,-84.4737495759288,MALE,BLACK,UNKNOWN,MALE,WHITE,EVANSTON,EVANSTON,EVANSTON
-3151,11/03/1999 08:30:00 PM,9900921,P993077132,DISTRICT 5,9825,CHEMICAL IRRITANT,2XX WOOLPER,,,MALE,WHITE,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
-8203,09/28/2004 05:47:00 PM,20040708,P042720134,DISTRICT 5,9826,INJURY TO PRISONER,30XX W MCMICKEN ST,,,MALE,WHITE,UNKNOWN,MALE,BLACK,N/A,N/A,N/A
-2479,03/27/1999 02:27:00 AM,9900247,P990860183,DISTRICT 4,9825,CHEMICAL IRRITANT,I 75 RAMP TO 562,,,MALE,WHITE,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
2712,10/27/2006 03:18:00 PM,2006-90470,P063000916,DISTRICT 4,2382,USE OF FORCE INVESTIGATION,23XX MAY ST,,,MALE,HISPANIC/LATINO,ADULT,MALE,WHITE,N/A,N/A,N/A
2712,10/27/2006 03:18:00 PM,2006-90470,P063000916,DISTRICT 4,2382,USE OF FORCE INVESTIGATION,23XX MAY ST,,,MALE,HISPANIC/LATINO,ADULT,MALE,WHITE,N/A,N/A,N/A
2712,10/27/2006 03:18:00 PM,2006-90470,P063000916,DISTRICT 4,2382,USE OF FORCE INVESTIGATION,23XX MAY ST,,,MALE,HISPANIC/LATINO,ADULT,MALE,WHITE,N/A,N/A,N/A
-7738,04/07/2004 06:10:00 PM,20040237,P040981342,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,XX BACK ST,,,MALE,BLACK,UNKNOWN,MALE,BLACK,N/A,N/A,N/A
-7738,04/07/2004 06:10:00 PM,20040237,P040981342,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,XX BACK ST,,,MALE,BLACK,UNKNOWN,MALE,BLACK,N/A,N/A,N/A
4824,07/31/2009 09:43:00 PM,2009-133803,LCP090731001876,DISTRICT 2,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,40XX DUMONT ST,,,MALE,WHITE,ADULT,MALE,WHITE,N/A,N/A,N/A
4824,07/31/2009 09:43:00 PM,2009-133803,LCP090731001876,DISTRICT 2,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,40XX DUMONT ST,,,MALE,WHITE,ADULT,MALE,WHITE,N/A,N/A,N/A
2979,02/11/2007 03:32:00 PM,2007-95158,P070420781,DISTRICT 5,9823,NONCOMPLIANT SUSPECT/ARRESTEE,47XX KENARD,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A
2979,02/11/2007 03:32:00 PM,2007-95158,P070420781,DISTRICT 5,9823,NONCOMPLIANT SUSPECT/ARRESTEE,47XX KENARD,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A
-3751,05/18/2000 02:23:00 AM,20000444,P001390143,DISTRICT 4,9825,CHEMICAL IRRITANT,XX  MAPLE,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
-7313,09/24/2003 05:10:00 PM,20030738,P032671289,DISTRICT 1,9826,INJURY TO PRISONER,8XX EZZARD CHARLES DR,39.1082335557982,-84.5287758729726,MALE,WHITE,UNKNOWN,MALE,WHITE,WEST END,WEST  END,WEST END
-3775,05/19/2000 08:04:00 PM,20000468,P001401297,DISTRICT 3,9826,INJURY TO PRISONER,28XX  FISCHER,,,MALE,BLACK,UNKNOWN,MALE,BLACK,N/A,N/A,N/A
903,03/12/2005 02:06:00 AM,2005-63083,P050710153,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,1XX W FIFTH ST,,,MALE,WHITE,ADULT,MALE,WHITE,N/A,N/A,N/A
6215,11/27/2011 12:25:00 AM,2011-163600,LCP111127000023,DISTRICT 5,8223,WEAPON DISCHARGE AT AN ANIMAL,32XX JEFFERSON AV,39.1397909093182,-84.5136130576194,FEMALE,WHITE,ADULT,MALE,WHITE,CLIFTON,CLIFTON,CLIFTON
-7680,03/23/2004 05:34:00 PM,20040179,P04083142,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,29XX GILBERT AV,39.1333351796017,-84.4871242665387,MALE,BLACK,UNKNOWN,MALE,WHITE,WALNUT HILLS,WALNUT HILLS,WALNUT HILLS
-4781,03/24/2001 06:13:00 PM,20010198,P010831211,DISTRICT 3,9825,CHEMICAL IRRITANT,22XX WESTWOOD NORTHERN BLVD,39.1459617211079,-84.5665697593807,MALE,BLACK,UNKNOWN,MALE,WHITE,EAST WESTWOOD,EAST  WESTWOOD,EAST WESTWOOD
368,12/09/2004 04:53:00 PM,2004-52864,P043440868,DISTRICT 5,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,27XX WESTONRIDGE DR,39.1863241181245,-84.5759878355146,MALE,BLACK,ADULT,MALE,WHITE,MT. AIRY,MOUNT AIRY,MOUNT AIRY
2611,09/16/2006 02:07:00 PM,2006-88469,P062590883,DISTRICT 1,9826,INJURY TO PRISONER,XX W LIBERTY ST,,,MALE,WHITE,ADULT,MALE,WHITE,N/A,N/A,N/A
2611,09/16/2006 02:07:00 PM,2006-88469,P062590883,DISTRICT 1,9826,INJURY TO PRISONER,XX W LIBERTY ST,,,MALE,WHITE,ADULT,MALE,WHITE,N/A,N/A,N/A
2611,09/16/2006 02:07:00 PM,2006-88469,P062590883,DISTRICT 1,9826,INJURY TO PRISONER,XX W LIBERTY ST,,,MALE,WHITE,ADULT,MALE,WHITE,N/A,N/A,N/A
-5518,09/27/2001 09:27:00 PM,20010942,P012701360,DISTRICT 3,9826,INJURY TO PRISONER,27XX RIVER RD,,,MALE,BLACK,UNKNOWN,FEMALE,WHITE,N/A,N/A,N/A
6929,06/08/2013 12:32:00 PM,2013-181548,LCP130608000797,DISTRICT 3,9826,INJURY TO PRISONER,24XX BOUDINOT AV,39.13085126091,-84.6055475335252,MALE,BLACK,ADULT,MALE,WHITE,WESTWOOD,WESTWOOD,WESTWOOD
4653,05/01/2009 06:05:00 PM,2009-129733,LCP090501001322,DISTRICT 2,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,17XX BREWSTER AV,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
4653,05/01/2009 06:05:00 PM,2009-129733,LCP090501001322,DISTRICT 2,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,17XX BREWSTER AV,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
-6471,10/30/2002 03:42:00 PM,20020726,P023030895,DISTRICT 5,9825,CHEMICAL IRRITANT,2XX W MCMILLAN ST,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
8322,12/25/2015 12:55:00 PM,2016-210310,LCP151225000425,DISTRICT 4,9823,NONCOMPLIANT SUSPECT/ARRESTEE,7XX RIDGEWAY AV CINCINNATI OH 45229,,,FEMALE,BLACK,JUVENILE,MALE,BLACK,N/A,N/A,N/A
8322,12/25/2015 12:55:00 PM,2016-210310,LCP151225000425,DISTRICT 4,9823,NONCOMPLIANT SUSPECT/ARRESTEE,7XX RIDGEWAY AV CINCINNATI OH 45229,,,FEMALE,BLACK,JUVENILE,MALE,BLACK,N/A,N/A,N/A
-3667,04/22/2000 01:35:00 AM,20000358,P001130181,DISTRICT 1,9825,CHEMICAL IRRITANT,7XX PETE ROSE,,,FEMALE,WHITE,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
2215,05/02/2006 01:26:00 PM,2006-82180,P061220829,DISTRICT 1,2382,USE OF FORCE INVESTIGATION,13XX RACE ST,,,MALE,WHITE,ADULT,MALE,BLACK,N/A,N/A,N/A
2215,05/02/2006 01:26:00 PM,2006-82180,P061220829,DISTRICT 1,2382,USE OF FORCE INVESTIGATION,13XX RACE ST,,,MALE,WHITE,ADULT,MALE,BLACK,N/A,N/A,N/A
-5867,02/24/2002 01:35:00 PM,20020118,P020550579,DISTRICT 4,9826,INJURY TO PRISONER,26XX GILBERT AV,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
-4218,09/26/2000 10:04:00 PM,20000914,P002701485,DISTRICT 4,9825,CHEMICAL IRRITANT,1XX EGAN CT,,,MALE,BLACK,UNKNOWN,FEMALE,WHITE,N/A,N/A,N/A
1129,05/11/2005 11:16:00 AM,2005-66354,P051310713,DISTRICT 1,9826,INJURY TO PRISONER,15XX PLEASANT ST,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A
-1934,09/04/1998 12:45:00 AM,9800694,P982470035,DISTRICT 3,2382,USE OF FORCE INVESTIGATION,35XX MCHENRY,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
-4916,04/10/2001 06:00:00 PM,20010335,,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,12XX ELM ST,,,OTHER,UNKNOWN,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
3505,10/08/2007 11:26:00 PM,2007-104594,P072811701,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,9XX MCPHERSON AV,,,MALE,WHITE,ADULT,MALE,BLACK,N/A,N/A,N/A
2647,09/30/2006 03:56:00 PM,2006-89161,P062730976,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,1XX W 12TH ST,,,FEMALE,BLACK,ADULT,FEMALE,BLACK,N/A,N/A,N/A
5593,10/09/2009 08:41:00 PM,2010-149100,LCP101009001541,DISTRICT 1,9826,INJURY TO PRISONER,11XX RACE ST,,,MALE,BLACK,JUVENILE,MALE,BLACK,N/A,N/A,N/A
-5527,09/30/2001 12:10:00 AM,20010951,P012721621,DISTRICT 2,9826,INJURY TO PRISONER,24XX EASTERN AV,,,MALE,WHITE,UNKNOWN,MALE,BLACK,N/A,N/A,N/A
-3167,11/10/1999 12:34:00 AM,9900937,P993140005,DISTRICT 3,9825,CHEMICAL IRRITANT,10XX PURCELL,,,MALE,WHITE,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
-1098,10/10/1997 02:20:00 AM,9701347,P972830120,DISTRICT 1,9825,CHEMICAL IRRITANT,2XX W PETE ROSE WAY,,,OTHER,UNKNOWN,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
-1098,10/10/1997 02:20:00 AM,9701347,P972830120,DISTRICT 1,9825,CHEMICAL IRRITANT,2XX W PETE ROSE WAY,,,OTHER,UNKNOWN,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
-523,03/12/1997 06:30:00 PM,9700165,P97071103,DISTRICT 3,9826,INJURY TO PRISONER,36XX VAN VEY AV,,,MALE,WHITE,UNKNOWN,OTHER,UNKNOWN,N/A,N/A,N/A
-5957,04/12/2002 02:27:00 PM,20020208,P021020848,DISTRICT 5,9826,INJURY TO PRISONER,3XX MCALPIN AV,,,MALE,WHITE,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
1939,01/26/2006 04:04:00 PM,2006-78081,P060261109,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,12XX MAIN ST,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A
8407,04/21/2016 10:53:00 PM,2016-212297,LCP160421001671,DISTRICT 3,9826,INJURY TO PRISONER,23XX HARRISON AV CINCINNATI OHIO 45238,,,MALE,BLACK,ADULT,MALE,BLACK,N/A,N/A,N/A
2133,04/04/2006 11:14:00 PM,2006-80712,P060941995,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,9XX DOERR ALY,,,MALE,BLACK,JUVENILE,MALE,WHITE,N/A,N/A,N/A
-7711,03/06/2004 05:30:00 PM,20040210,P040661041,DISTRICT 3,2382,USE OF FORCE INVESTIGATION,16XX HARRISON AV,,,MALE,BLACK,UNKNOWN,FEMALE,WHITE,N/A,N/A,N/A
8618,10/02/2016 05:00:00 PM,2016-217843,LCP161002001006,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,5XX HALE AV CINCINNATI OHIO 45229,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A
-2331,02/06/1999 01:03:00 AM,9900098,P990370086,DISTRICT 1,9825,CHEMICAL IRRITANT,12XX MAIN,,,MALE,WHITE,UNKNOWN,MALE,BLACK,N/A,N/A,N/A
-7072,06/03/2003 12:59:00 PM,20030497,P031540698,DISTRICT 2,9825,CHEMICAL IRRITANT,50XX OBSERVATORY CIRCLE,,,MALE,WHITE,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
-3935,07/06/2000 01:20:00 AM,20000631,P001880099,DISTRICT 1,9826,INJURY TO PRISONER,15XX JOHN ST,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
-3935,07/06/2000 01:20:00 AM,20000631,P001880099,DISTRICT 1,9826,INJURY TO PRISONER,15XX JOHN ST,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
3877,04/10/2008 02:05:00 PM,2008-112496,LCP080410000895,VORTEX UNIT,9826,INJURY TO PRISONER,26XX KEMPER LN,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A
-2394,02/27/1999 12:14:00 PM,9900162,P990580551,DISTRICT 5,9825,CHEMICAL IRRITANT,19XX KENTUCKY,,,MALE,WHITE,UNKNOWN,FEMALE,WHITE,N/A,N/A,N/A
7718,12/30/2014 12:18:00 PM,2014-197587,LCP141230000566,DISTRICT 2,9826,INJURY TO PRISONER,15XX CHAPEL ST,,,MALE,BLACK,JUVENILE,MALE,BLACK,N/A,N/A,N/A
-2351,02/10/1999 01:43:00 AM,9900118,P990410106,DISTRICT 4,9825,CHEMICAL IRRITANT,31XX READING,,,FEMALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
-4426,11/21/2000 01:40:00 AM,20001123,P003260091,DISTRICT 4,9825,CHEMICAL IRRITANT,81XX DEBONAIR COURT,,,MALE,BLACK,UNKNOWN,FEMALE,WHITE,N/A,N/A,N/A
-737,06/07/1997 08:45:00 PM,9700383,P971581077,DISTRICT 5,9825,CHEMICAL IRRITANT,30XX CENTAL PKWY,,,FEMALE,WHITE,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
-2499,04/04/1999 12:45:00 AM,9900267,P990940030,DISTRICT 3,9825,CHEMICAL IRRITANT,17XX AGNES,,,MALE,BLACK,UNKNOWN,MALE,TWO OR MORE,N/A,N/A,N/A
5492,08/28/2010 02:40:00 AM,2010-147560,LCP100828000241,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,16XX STONYBROOK DR,,,FEMALE,BLACK,ADULT,MALE,BLACK,N/A,N/A,N/A
5227,04/05/2010 04:53:00 PM,2010-142325,LCP100405001244,DISTRICT 3,2382,USE OF FORCE INVESTIGATION,14XX STATE AV CINCINNATI OH 45,,,MALE,WHITE,ADULT,MALE,WHITE,N/A,N/A,N/A
493,07/21/2003 12:54:00 PM,2005-60252,P032020712,DISTRICT 5,9823,NONCOMPLIANT SUSPECT/ARRESTEE,47XX ESTE AV,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A
7883,06/03/2015 01:46:00 AM,2015-202046,LCP150603000085,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,32XX BREVIER,,,FEMALE,BLACK,ADULT,FEMALE,WHITE,N/A,N/A,N/A
-5796,01/24/2002 07:59:00 PM,20020047,P020241313,DISTRICT 4,9826,INJURY TO PRISONER,58XX RHODE ISLAND AV,,,MALE,BLACK,UNKNOWN,FEMALE,BLACK,N/A,N/A,N/A
-1438,03/14/1998 11:58:00 PM,9800191,P980731242,DISTRICT 3,9825,CHEMICAL IRRITANT,31XX MCHENRY,,,MALE,BLACK,UNKNOWN,MALE,BLACK,N/A,N/A,N/A
-7342,10/17/2003 11:31:00 PM,20030767,P032901910,DISTRICT 4,9826,INJURY TO PRISONER,23XX BOONE ST,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
5090,12/15/2009 06:50:00 PM,2010-139300,LCP091215001360,DISTRICT 3,9823,NONCOMPLIANT SUSPECT/ARRESTEE,12XX CONSIDINE,,,MALE,BLACK,JUVENILE,MALE,WHITE,N/A,N/A,N/A
4516,03/05/2009 12:52:00 PM,2009-127234,LCP090305000769,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,11XX TOWNE ST,39.1825176111313,-84.4776560623628,FEMALE,BLACK,ADULT,MALE,BLACK,BOND HILL,BONDHILL,BOND HILL
-6209,07/30/2002 12:42:00 AM,20020462,P022101798,DISTRICT 3,9825,CHEMICAL IRRITANT,33XX GERALD DR 3,,,FEMALE,WHITE,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
8349,03/09/2016 12:57:00 AM,2016-210963,LCP160309000055,DISTRICT 3,9826,INJURY TO PRISONER,10XX MORADO DR CINCINNATI OHIO 45238,,,MALE,BLACK,JUVENILE,FEMALE,WHITE,N/A,N/A,N/A
8349,03/09/2016 12:57:00 AM,2016-210963,LCP160309000055,DISTRICT 3,9826,INJURY TO PRISONER,10XX MORADO DR CINCINNATI OHIO 45238,,,MALE,BLACK,JUVENILE,FEMALE,WHITE,N/A,N/A,N/A
5065,12/19/2009 08:43:00 PM,2009-139012,LCP091219001318,DISTRICT 3,9826,INJURY TO PRISONER,37XX W LIBERTY AV CINTI OHIO 45205,,,MALE,BLACK,JUVENILE,MALE,WHITE,N/A,N/A,N/A
5065,12/19/2009 08:43:00 PM,2009-139012,LCP091219001318,DISTRICT 3,9826,INJURY TO PRISONER,37XX W LIBERTY AV CINTI OHIO 45205,,,MALE,BLACK,JUVENILE,MALE,WHITE,N/A,N/A,N/A
-2775,07/03/1999 05:35:00 AM,9900543,991840395,DISTRICT 4,2382,USE OF FORCE INVESTIGATION,5XX MILTON,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
3988,05/30/2008 10:30:00 AM,2008-114854,LCP080530000582,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,12XX RACE ST,,,MALE,BLACK,ADULT,MALE,TWO OR MORE,N/A,N/A,N/A
905,03/12/2005 03:45:00 PM,2005-63093,P050710875,DISTRICT 1,9825,CHEMICAL IRRITANT,5XX RACE ST,,,FEMALE,WHITE,JUVENILE,MALE,WHITE,N/A,N/A,N/A
2837,12/15/2006 10:14:00 PM,2006-92387,P063490190,DISTRICT 1,9826,INJURY TO PRISONER,X W 7TH ST,,,MALE,HISPANIC/LATINO,ADULT,MALE,BLACK,N/A,N/A,N/A
-2864,08/03/1999 12:31:00 AM,9900632,P992150038,DISTRICT 4,9825,CHEMICAL IRRITANT,10XX E MCMILLAN,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
-3658,04/19/2000 04:00:00 PM,20000349,P001100911,DISTRICT 5,9826,INJURY TO PRISONER,12XX STOCK,,,MALE,WHITE,UNKNOWN,FEMALE,WHITE,N/A,N/A,N/A
1852,12/25/2005 09:06:00 PM,2005-76860,P053590807,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,31XX MOOSEWOOD AV,39.1413728520907,-84.5511717919227,MALE,BLACK,ADULT,FEMALE,WHITE,MILLVALE,MILLVALE,MILLVALE
2668,10/08/2006 04:20:00 PM,2006-89635,P062810828,DISTRICT 1,9826,INJURY TO PRISONER,2XX E 12TH ST,,,FEMALE,WHITE,ADULT,MALE,WHITE,N/A,N/A,N/A
2892,01/19/2007 11:57:00 PM,2007-93789,P070191927,DISTRICT 2,9826,INJURY TO PRISONER,16XX JOHNATHAN AV,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A
-4839,04/06/2001 08:21:00 PM,20010258,P010961680,DISTRICT 1,9825,CHEMICAL IRRITANT,1XX W 12TH ST,,,MALE,WHITE,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
6841,03/19/2012 09:43:00 PM,2013-179390,LCP120319001685,DISTRICT 5,9823,NONCOMPLIANT SUSPECT/ARRESTEE,64XX DALY RD,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A
6841,03/19/2012 09:43:00 PM,2013-179390,LCP120319001685,DISTRICT 5,9823,NONCOMPLIANT SUSPECT/ARRESTEE,64XX DALY RD,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A
1335,04/26/2005 08:02:00 PM,2005-69717,P051161449,DISTRICT 2,9823,NONCOMPLIANT SUSPECT/ARRESTEE,41XX SETTLE AV,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A
1335,04/26/2005 08:02:00 PM,2005-69717,P051161449,DISTRICT 2,9823,NONCOMPLIANT SUSPECT/ARRESTEE,41XX SETTLE AV,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A
2567,09/02/2006 02:44:00 AM,2006-87739,P062450216,DISTRICT 5,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,3XX PROBASCO ST CINCINNATI OH 45223,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A
6163,10/19/2011 01:36:00 AM,2011-162290,LCP111019000067,DISTRICT 1,9826,INJURY TO PRISONER,12XX SPRING ST,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A
5562,10/09/2010 03:01:00 AM,2010-149084,LCP101009000245,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,9XX LINCOLN ST,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A
-4990,04/11/2001 09:30:00 PM,20010409,,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,15XX VINE STREET,,,OTHER,UNKNOWN,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
-1471,03/29/1998 02:28:00 AM,9800225,P980880204,DISTRICT 1,9825,CHEMICAL IRRITANT,11XX WALNUT ST,,,MALE,WHITE,UNKNOWN,MALE,BLACK,N/A,N/A,N/A
1942,01/27/2006 10:06:00 PM,2006-78221,P060271832,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,8XX NAEHER ALY,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A
9098,09/20/2017 12:38:00 AM,2017-228928,CPD170919002099,CENTRAL BUSINESS DISTRICT,9826,INJURY TO PRISONER,5XX MAIN ST,,,MALE,BLACK,JUVENILE,MALE,BLACK,N/A,N/A,N/A
1152,03/17/2005 05:50:00 PM,2005-66774,P050761271,DISTRICT 1,9823,NONCOMPLIANT SUSPECT/ARRESTEE,11XX GARDEN ST,,,FEMALE,BLACK,ADULT,MALE,BLACK,N/A,N/A,N/A
1152,03/17/2005 05:50:00 PM,2005-66774,P050761271,DISTRICT 1,9823,NONCOMPLIANT SUSPECT/ARRESTEE,11XX GARDEN ST,,,FEMALE,BLACK,ADULT,MALE,BLACK,N/A,N/A,N/A
9453,06/18/2018 09:22:00 PM,2018-237102,CPD180618001551,CENTRAL BUSINESS DISTRICT,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,4XX WALNUT ST,,,MALE,WHITE,ADULT,FEMALE,BLACK,N/A,N/A,N/A
9453,06/18/2018 09:22:00 PM,2018-237102,CPD180618001551,CENTRAL BUSINESS DISTRICT,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,4XX WALNUT ST,,,MALE,WHITE,ADULT,FEMALE,BLACK,N/A,N/A,N/A
-6082,06/03/2002 09:19:00 AM,20020335,P021540427,DISTRICT 1,9826,INJURY TO PRISONER,15XX JOHN ST,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
5345,06/13/2010 01:47:00 AM,2010-144709,LCP100613000132,DISTRICT 3,9825,CHEMICAL IRRITANT,63XX GRACELY DR CINTI OH 45233,,,MALE,WHITE,ADULT,MALE,WHITE,N/A,N/A,N/A
1759,11/18/2005 08:49:00 PM,2005-75426,P053221512,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,6XX CHURCH ST,,,MALE,BLACK,ADULT,FEMALE,WHITE,N/A,N/A,N/A
5331,06/09/2010 10:26:00 PM,2010-144625,LCP100609001917,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,2XX W ELDER ST CINCINNATI OHIO,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A
4629,04/21/2009 01:13:00 PM,2009-129273,LCP090421000769,VORTEX UNIT,9826,INJURY TO PRISONER,19XX WYOMING AV,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A
-6965,05/17/2003 10:25:00 PM,20030390,P031371611,DISTRICT 5,9826,INJURY TO PRISONER,6XX ORIENT AV,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
-6965,05/17/2003 10:25:00 PM,20030390,P031371611,DISTRICT 5,9826,INJURY TO PRISONER,6XX ORIENT AV,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
